FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_veg,2014_veg,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year,Fire_Num,Fire_Max_Sev,SubSite
20,1,6/1/2016 0:00,9:18,53, , ,0,0,N,W,-118.691,36.72234,10.29,1783,[No GPS Lock],WPT 709,Conifer  Mixed,mixed conifer,2016_Early,2855, , , , , , , ,4,4,113.3860016,6,3,5.4948301,2464.149902,2003,1,2,1
15,2,6/1/2016 0:00,9:12,53, , ,0,25,N,W,-118.69125,36.72234,5.29,1783,ZONE 00078,5.29,Conifer  Mixed,mixed conifer,2016_Early,2858, , , , , , , ,4,4,119.6949997,7,1,6.2463999,2466.979981,2003,1,1,1
10,3,6/1/2016 0:00,9:13,53, , ,0,50,N,W,-118.6915,36.72234,6.49,1783,ZONE 00078,6.49,Conifer  Mixed,mixed conifer,2016_Early,2859, , , , , , , ,4,4,114.4140015,7,3,6.4096298,2470,2003,1,1,1
5,4,6/1/2016 0:00,9:13,53, , ,0,75,N,W,-118.69175,36.72234,8.62,1783,ZONE 00078,8.62,Conifer  Mixed,mixed conifer,2016_Early,2860, , , , , , , ,4,4,116.4020004,8,4,6.2405601,2472.070068,2003,1,1,1
0,5,6/1/2016 0:00,9:14,53, , ,0,100,N,W,-118.692,36.72234,9.520001,1783,ZONE 00078,WPT 711,Conifer  Mixed,mixed conifer,2016_Early,2861, , , , , , , ,4,4,125.185997,8,2,6.1223602,2474.949951,2003,1,1,1
21,6,6/1/2016 0:00,9:17,53, , ,25,0,N,W,-118.691,36.722415,7.69,1783,ZONE 00078,7.69,Conifer  Mixed,mixed conifer,2016_Early,2866, , , , , , , ,4,4,109.0339966,7,0,5.5968099,2464.550049,2003,1,2,1
16,7,6/1/2016 0:00,9:17,53, , ,25,25,N,W,-118.69125,36.722417,9.04,1783,ZONE 00078,9.04,Conifer  Mixed,mixed conifer,2016_Early,2865, , , , , , , ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
11,8,6/1/2016 0:00,9:16,53, , ,25,50,N,W,-118.6915,36.72242,6.69,1783,ZONE 00078,6.69,Conifer  Mixed,mixed conifer,2016_Early,2864, , , , , , , ,4,4,118.0279999,8,1,6.6668501,2470.469971,2003,1,1,1
6,9,6/1/2016 0:00,9:15,53, , ,25,75,N,W,-118.69175,36.722423,6.89,1783,ZONE 00078,6.89,Conifer  Mixed,mixed conifer,2016_Early,2863, , , , , , , ,4,4,116.6790009,9,4,6.2258101,2472.580078,2003,1,1,1
1,10,6/1/2016 0:00,9:15,53, , ,25,100,N,W,-118.692,36.722425,7.95,1783,ZONE 00078,7.95,Conifer  Mixed,mixed conifer,2016_Early,2862, , , , , , , ,4,4,122.2320023,9,15,6.2052102,2475.550049,2003,1,1,1
22,11,6/1/2016 0:00,9:18,53, , ,50,0,N,W,-118.691,36.72249,8.09,1783,ZONE 00078,8.09,Conifer  Mixed,mixed conifer,2016_Early,2867, , , , , , , ,4,4,109.0339966,7,0,5.5968099,2464.550049,2003,1,2,1
17,12,6/1/2016 0:00,9:19,53, , ,50,25,N,W,-118.69125,36.722495,5.61,1783,ZONE 00078,5.61,Conifer  Mixed,mixed conifer,2016_Early,2868, , , , , , , ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
12,13,6/1/2016 0:00,9:19,53, , ,50,50,N,W,-118.6915,36.7225,6.5,1783,ZONE 00078,6.5,Conifer  Mixed,mixed conifer,2016_Early,2869, , , , , , , ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
7,14,6/1/2016 0:00,9:21,53, , ,50,75,N,W,-118.69175,36.722505,5.59,1783,ZONE 00078,5.59,Conifer  Mixed,mixed conifer,2016_Early,2870, , , , , , , ,4,4,115.4169998,10,1,6.1904101,2473.040039,2003,1,1,1
2,15,6/1/2016 0:00,9:21,53, , ,50,100,N,W,-118.692,36.72251,5.46,1783,ZONE 00078,5.46,Conifer  Mixed,mixed conifer,2016_Early,2871, , , , , , , ,4,4,116.7990036,10,0,6.31915,2476.120117,2003,1,1,1
23,16,6/1/2016 0:00,9:18,53, , ,75,0,N,W,-118.691,36.722565,7.99,1329,[No GPS Lock],7.99,Conifer  Mixed,mixed conifer,2016_Early,2864, , , , , , , ,4,1,104.1259995,8,5,5.5385098,2464.820068,2003,1,2,1
18,17,6/1/2016 0:00,9:18,53, , ,75,25,N,W,-118.69125,36.722572,8.53,1329,[No GPS Lock],8.53,Conifer  Mixed,mixed conifer,2016_Early,2863, , , , , , , ,4,4,102.6309967,8,2,6.1148,2467.939941,2003,1,1,1
13,18,6/1/2016 0:00,9:17,53, , ,75,50,N,W,-118.6915,36.72258,6.15,1329,[No GPS Lock],6.15,Conifer  Mixed,mixed conifer,2016_Early,2862, , , , , , , ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
8,19,6/1/2016 0:00,9:16,53, , ,75,75,N,W,-118.69175,36.722588,4.39,1329,[No GPS Lock],4.39,Conifer  Mixed,mixed conifer,2016_Early,2861, , , , , , , ,4,4,115.4169998,10,1,6.1904101,2473.040039,2003,1,1,1
3,20,6/1/2016 0:00,9:15,53, , ,75,100,N,W,-118.692,36.722595,6.07,1329,[No GPS Lock],6.07,Conifer  Mixed,mixed conifer,2016_Early,2859, , , , , , , ,4,4,105.2279968,11,1,5.9994798,2476.560059,2003,1,1,1
24,21,6/1/2016 0:00,9:11,53, , ,100,0,N,W,-118.691,36.72264,8.72,1329,[No GPS Lock],WPT 53,Conifer  Mixed,mixed conifer,2016_Early,2854, , , , , , , ,4,1,102.2440033,8,8,5.4307499,2465.040039,2003,1,2,1
19,22,6/1/2016 0:00,9:12,53, , ,100,25,N,W,-118.69125,36.72265,6.41,1329,[No GPS Lock],6.41,Conifer  Mixed,mixed conifer,2016_Early,2855, , , , , , , ,4,4,95.8125,9,5,5.99226,2468.120117,2003,1,2,1
14,23,6/1/2016 0:00,9:12,53, , ,100,50,N,W,-118.6915,36.72266,10.86,1329,[No GPS Lock],10.86,Conifer  Mixed,mixed conifer,2016_Early,2856, , , , , , , ,4,4,98.4052963,10,2,6.2462702,2471.429932,2003,1,2,1
9,24,6/1/2016 0:00,9:13,53, , ,100,75,N,W,-118.69175,36.72267,10,1329,[No GPS Lock],10,Conifer  Mixed,mixed conifer,2016_Early,2857, , , , , , , ,4,4,105.3690033,11,0,5.9001698,2473.530029,2003,1,1,1
4,25,6/1/2016 0:00,9:14,53, , ,100,100,N,W,-118.692,36.72268,11.82,1329,[No GPS Lock],WPT 710,Conifer  Mixed,mixed conifer,2016_Early,2858, , , , , , , ,4,4,105.2279968,11,1,5.9994798,2476.560059,2003,1,1,1
45,1200,7/25/2016 0:00,13:31,53, , ,0,0,N,W,-118.691299,36.722338,0,1329,[No GPS Lock],WPT 963,Conifer  Mixed,mixed conifer,2016_Late,4050,1, , , , , , ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
44,1205,7/25/2016 0:00,13:31,53, , ,0,25,N,W,-118.69135,36.722327,0,1329,[No GPS Lock],0,Conifer  Mixed,mixed conifer,2016_Late,4051,6, , , , , , ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
39,1210,7/25/2016 0:00,0:00,53, , ,0,50,N,W,-118.691402,36.722317,0.5,1783, ,0.5,Conifer  Mixed,mixed conifer,2016_Late,0,11, , , , , , ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
34,1215,7/25/2016 0:00,0:00,53, , ,0,75,N,W,-118.691453,36.722307,0.1,1783, ,0.1,Conifer  Mixed,mixed conifer,2016_Late,0,16, , , , , , ,4,4,114.2429962,6,0,6.1401801,2468.530029,2003,1,1,1
30,1220,7/25/2016 0:00,0:00,53, , ,0,100,N,W,-118.691505,36.722296,0,1783, ,WPT 965,Conifer  Mixed,mixed conifer,2016_Late,0,21, , , , , , ,4,4,114.8909988,6,11,6.3017001,2469.52002,2003,1,1,1
46,1201,7/25/2016 0:00,13:30,53, , ,25,0,N,W,-118.691293,36.722409,0.28,1329,[No GPS Lock],0.28,Conifer  Mixed,mixed conifer,2016_Late,4049,2, , , , , , ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
43,1206,7/25/2016 0:00,13:32,53, , ,25,25,N,W,-118.691351,36.722397,0.74,1329,[No GPS Lock],0.74,Conifer  Mixed,mixed conifer,2016_Late,4052,7, , , , , , ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
38,1211,7/25/2016 0:00,0:00,53, , ,25,50,N,W,-118.691409,36.722386,0,1783, ,0,Conifer  Mixed,mixed conifer,2016_Late,0,12, , , , , , ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
33,1216,7/25/2016 0:00,0:00,53, , ,25,75,N,W,-118.691467,36.722375,0.3,1783, ,0.3,Conifer  Mixed,mixed conifer,2016_Late,0,17, , , , , , ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
28,1221,7/25/2016 0:00,0:00,53, , ,25,100,N,W,-118.691525,36.722364,0,1783, ,0,Conifer  Mixed,mixed conifer,2016_Late,0,22, , , , , , ,4,4,114.4140015,7,3,6.4096298,2470,2003,1,1,1
47,1202,7/25/2016 0:00,13:30,53, , ,50,0,N,W,-118.691287,36.722479,0,1329,[No GPS Lock],0,Conifer  Mixed,mixed conifer,2016_Late,4048,3, , , , , , ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
42,1207,7/25/2016 0:00,13:32,53, , ,50,25,N,W,-118.691351,36.722467,0,1329,[No GPS Lock],0,Conifer  Mixed,mixed conifer,2016_Late,4053,8, , , , , , ,4,4,119.197998,8,0,6.0352001,2468.679932,2003,1,1,1
37,1212,7/25/2016 0:00,0:00,53, , ,50,50,N,W,-118.691416,36.722456,0,1783, ,0,Conifer  Mixed,mixed conifer,2016_Late,0,13, , , , , , ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
32,1217,7/25/2016 0:00,0:00,53, , ,50,75,N,W,-118.691481,36.722444,0.3,1783, ,0.3,Conifer  Mixed,mixed conifer,2016_Late,0,18, , , , , , ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
27,1222,7/25/2016 0:00,0:00,53, , ,50,100,N,W,-118.691546,36.722432,0,1783, ,0,Conifer  Mixed,mixed conifer,2016_Late,0,23, , , , , , ,4,4,118.0279999,8,1,6.6668501,2470.469971,2003,1,1,1
48,1203,7/25/2016 0:00,13:30,53, , ,75,0,N,W,-118.69128,36.722549,0,1329,[No GPS Lock],0,Conifer  Mixed,mixed conifer,2016_Late,4047,4, , , , , , ,4,4,102.6309967,8,2,6.1148,2467.939941,2003,1,1,1
41,1208,7/25/2016 0:00,13:32,53, , ,75,25,N,W,-118.691352,36.722537,1.43,1329,[No GPS Lock],1.43,Conifer  Mixed,mixed conifer,2016_Late,4054,9, , , , , , ,4,4,106.0289993,9,1,5.8403602,2469.01001,2003,1,1,1
36,1213,7/25/2016 0:00,0:00,53, , ,75,50,N,W,-118.691423,36.722525,0.1,1783, ,0.1,Conifer  Mixed,mixed conifer,2016_Late,0,14, , , , , , ,4,4,110.5439987,9,0,6.1874099,2470.01001,2003,1,1,1
31,1218,7/25/2016 0:00,0:00,53, , ,75,75,N,W,-118.691494,36.722513,0.9,1783, ,0.9,Conifer  Mixed,mixed conifer,2016_Late,0,19, , , , , , ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
26,1223,7/25/2016 0:00,0:00,53, , ,75,100,N,W,-118.691566,36.722501,0.6,1783, ,0.6,Conifer  Mixed,mixed conifer,2016_Late,0,24, , , , , , ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
49,1204,7/25/2016 0:00,13:29,53, , ,100,0,N,W,-118.691274,36.72262,1.96,1329,[No GPS Lock],WPT 962; root ball,Conifer  Mixed,mixed conifer,2016_Late,4046,5, , , , , , ,4,4,95.8125,9,5,5.99226,2468.120117,2003,1,1,1
40,1209,7/25/2016 0:00,13:33,53, , ,100,25,N,W,-118.691352,36.722607,0.69,1329,[No GPS Lock],0.69,Conifer  Mixed,mixed conifer,2016_Late,4055,10, , , , , , ,4,4,96.043602,9,4,5.9461799,2469.199951,2003,1,1,1
35,1214,7/25/2016 0:00,0:00,53, , ,100,50,N,W,-118.69143,36.722594,0.9,1783, ,0.9,Conifer  Mixed,mixed conifer,2016_Late,0,15, , , , , , ,4,4,96.5269012,9,3,6.1680799,2470.280029,2003,1,1,1
29,1219,7/25/2016 0:00,0:00,53, , ,100,75,N,W,-118.691508,36.722582,1.7,1783, ,1.7,Conifer  Mixed,mixed conifer,2016_Late,0,20, , , , , , ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
25,1224,7/25/2016 0:00,0:00,53, , ,100,100,N,W,-118.691586,36.722569,1.9,1783, ,WPT 964,Conifer  Mixed,mixed conifer,2016_Late,0,25, , , , , , ,4,4,115.0559998,9,0,6.09478,2472.110107,2003,1,1,1
70,3000,6/30/2017 0:00,,53,-118.691299,36.722338,0,0,NW,SW,-118.691299,36.722338,3.47,1329,[No GPS Lock],WPT 963,Conifer  Mixed,mixed conifer,2017_Early,1139,0,0,1.1518,1.0004,3.189,CD659 12cm rods, ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
69,3001,6/30/2017 0:00,,53, , ,0,25,NW,SW,-118.69135,36.722327,1.59,3255,ZONE 00043,1.59,Conifer  Mixed,mixed conifer,2017_Early,741,36.72235,-118.69143,1.1122,1.0004,2.4731,CD659 12cm rods, ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
64,3002,6/30/2017 0:00,,53, , ,0,50,NW,SW,-118.691402,36.722317,0.84,1329,[No GPS Lock],0.84,Conifer  Mixed,mixed conifer,2017_Early,1148,0,0,1.0986,1.0004,2.1913,CD659 12cm rods, ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
59,3003,6/30/2017 0:00,,53, , ,0,75,NW,SW,-118.691453,36.722307,1.11,3255,ZONE 00043,1.11,Conifer  Mixed,mixed conifer,2017_Early,751,36.72228,-118.69153,1.102,1.0007,2.2935,CD659 12cm rods, ,4,4,114.2429962,6,0,6.1401801,2468.530029,2003,1,1,1
55,3004,6/30/2017 0:00,,53,-118.691505,36.722296,0,100,NW,SW,-118.691505,36.722296,0.25,3255,ZONE 00043,WPT 965,Conifer  Mixed,mixed conifer,2017_Early,754,36.72224,-118.69151,1.0828,1.0001,1.9743,CD659 12cm rods, ,4,4,114.8909988,6,11,6.3017001,2469.52002,2003,1,1,1
71,3005,6/30/2017 0:00,,53, , ,25,0,NW,SW,-118.691293,36.722409,2.2,1329,[No GPS Lock],2.2,Conifer  Mixed,mixed conifer,2017_Early,1140,0,0,1.1269,1.0006,2.702,CD659 12cm rods, ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
68,3006,6/30/2017 0:00,,53, , ,25,25,NW,SW,-118.691351,36.722397,1.95,3255,ZONE 00043,CECO,Conifer  Mixed,mixed conifer,2017_Early,743,36.72241,-118.69138,1.1201,1.0027,2.6079,CD659 12cm rods, ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
63,3007,6/30/2017 0:00,,53, , ,25,50,NW,SW,-118.691409,36.722386,3.75,1329,[No GPS Lock],duff,Conifer  Mixed,mixed conifer,2017_Early,1147,0,0,1.1574,1.0017,3.3004,CD659 12cm rods, ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
58,3008,6/30/2017 0:00,,53, , ,25,75,NW,SW,-118.691467,36.722375,1.69,3255,ZONE 00043,1.69,Conifer  Mixed,mixed conifer,2017_Early,750,36.72239,-118.69154,1.1145,1.0015,2.5099,CD659 12cm rods, ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
53,3009,6/30/2017 0:00,,53, , ,25,100,NW,SW,-118.691525,36.722364,0.65,3255,ZONE 00043,0.65,Conifer  Mixed,mixed conifer,2017_Early,753,36.72242,-118.69162,1.0919,1.0004,2.1218,CD659 12cm rods, ,4,4,114.4140015,7,3,6.4096298,2470,2003,1,1,1
72,3010,6/30/2017 0:00,,53, , ,50,0,NW,SW,-118.691287,36.722479,2.26,1329,[No GPS Lock],2.26,Conifer  Mixed,mixed conifer,2017_Early,1141,0,0,1.128,1.0001,2.7248,CD659 12cm rods, ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
67,3011,6/30/2017 0:00,,53, , ,50,25,NW,SW,-118.691351,36.722467,1.27,3255,ZONE 00043,1.27,Conifer  Mixed,mixed conifer,2017_Early,744,36.72247,-118.69142,1.1054,1.0004,2.3535,CD659 12cm rods, ,4,4,119.197998,8,0,6.0352001,2468.679932,2003,1,1,1
62,3012,6/30/2017 0:00,,53, , ,50,50,NW,SW,-118.691416,36.722456,0,1329,[No GPS Lock],0,Conifer  Mixed,mixed conifer,2017_Early,1146,0,0,1.0659,1.0002,1.655,CD659 12cm rods, ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
57,3013,6/30/2017 0:00,,53, , ,50,75,NW,SW,-118.691481,36.722444,2.36,3255,ZONE 00043,under bush,Conifer  Mixed,mixed conifer,2017_Early,749,36.72245,-118.69154,1.1292,1.0064,2.7635,CD659 12cm rods, ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
52,3014,6/30/2017 0:00,,53, , ,50,100,NW,SW,-118.691546,36.722432,0.7,3255, ,0.7,Conifer  Mixed,mixed conifer,2017_Early,0, , , , , , , ,4,4,118.0279999,8,1,6.6668501,2470.469971,2003,1,1,1
73,3015,6/30/2017 0:00,,53, , ,75,0,NW,SW,-118.69128,36.722549,3.93,1329,[No GPS Lock],3.93,Conifer  Mixed,mixed conifer,2017_Early,1142,0,0,1.1608,1.0018,3.3703,CD659 12cm rods, ,4,4,102.6309967,8,2,6.1148,2467.939941,2003,1,1,1
66,3016,6/30/2017 0:00,,53, , ,75,25,NW,SW,-118.691352,36.722537,2.46,3255,ZONE 00043,2.46,Conifer  Mixed,mixed conifer,2017_Early,745,36.72253,-118.69145,1.1303,1.0007,2.8033,CD659 12cm rods, ,4,4,106.0289993,9,1,5.8403602,2469.01001,2003,1,1,1
61,3017,6/30/2017 0:00,,53, , ,75,50,NW,SW,-118.691423,36.722525,2.76,1329,[No GPS Lock],litter,Conifer  Mixed,mixed conifer,2017_Early,1145,0,0,1.1382,1.0012,2.9167,CD659 12cm rods, ,4,4,110.5439987,9,0,6.1874099,2470.01001,2003,1,1,1
56,3018,6/30/2017 0:00,,53, , ,75,75,NW,SW,-118.691494,36.722513,0.95,3255,ZONE 00043,0.95,Conifer  Mixed,mixed conifer,2017_Early,748,36.72254,-118.6916,1.0986,1.0012,2.2336,CD659 12cm rods, ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
51,3019,6/30/2017 0:00,,53, , ,75,100,NW,SW,-118.691566,36.722501,1.11,3255,ZONE 00043,1.11,Conifer  Mixed,mixed conifer,2017_Early,752,36.72249,-118.69166,1.102,1.0008,2.2931,CD659 12cm rods, ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
74,3020,6/30/2017 0:00,,53,-118.691274,36.72262,100,0,NW,SW,-118.691274,36.72262,3.87,1329,[No GPS Lock],WPT 962,Conifer  Mixed,mixed conifer,2017_Early,1143,0,0,1.1597,1.0016,3.3474,CD659 12cm rods, ,4,4,95.8125,9,5,5.99226,2468.120117,2003,1,1,1
65,3021,6/30/2017 0:00,,53, , ,100,25,NW,SW,-118.691352,36.722607,3.18,3255,ZONE 00043,3.18,Conifer  Mixed,mixed conifer,2017_Early,746,36.72261,-118.69141,1.145,1.0029,3.0789,CD659 12cm rods, ,4,4,96.043602,9,4,5.9461799,2469.199951,2003,1,1,1
60,3022,6/30/2017 0:00,,53, , ,100,50,NW,SW,-118.69143,36.722594,2.94,1329,[No GPS Lock],2.94,Conifer  Mixed,mixed conifer,2017_Early,1144,0,0,1.1416,1.0008,2.9844,CD659 12cm rods, ,4,4,96.5269012,9,3,6.1680799,2470.280029,2003,1,1,1
54,3023,6/30/2017 0:00,,53, , ,100,75,NW,SW,-118.691508,36.722582,2.12,3255,ZONE 00043,2.12,Conifer  Mixed,mixed conifer,2017_Early,747,36.72259,-118.69158,1.1235,1.0025,2.671,CD659 12cm rods, ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
50,3024,6/30/2017 0:00,,53,-118.691586,36.722569,100,100,NW,SW,-118.691586,36.722569,0,0, ,WPT 964  rock,Conifer  Mixed,mixed conifer,2017_Early,0, , , , , , , ,4,4,115.0559998,9,0,6.09478,2472.110107,2003,1,1,1
99,13000,6/27/2018 0:00,,53,-118.691242,36.72262796,0,0,W,S,-118.691242,36.722628,1.48,3255,ZONE 00052,Near trail; WPT 1258,Conifer  Mixed,mixed conifer,2018_Early,2059,36.72258,-118.69118,1.1099,1.0011,2.4307,CD659 12cm rods, ,4,4,95.8125,9,5,5.99226,2468.120117,2003,1,1,1
98,13005,6/27/2018 0:00,,53, , ,0,25,W,S,-118.691258,36.722556,1.32,3255,ZONE 00052,1.32,Conifer  Mixed,mixed conifer,2018_Early,2068,36.72253,-118.69128,1.1065,1.0005,2.3729,CD659 12cm rods, ,4,4,102.6309967,8,2,6.1148,2467.939941,2003,1,1,1
97,13010,6/27/2018 0:00,,53, , ,0,50,W,S,-118.691273,36.722485,0.15,3255,ZONE 00052,0.15,Conifer  Mixed,mixed conifer,2018_Early,2069,36.72246,-118.69131,1.0805,1.0002,1.9374,CD659 12cm rods, ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
96,13015,6/27/2018 0:00,,53, , ,0,75,W,S,-118.691289,36.722413,0.84,1329,[Unspecified Zone],0.84,Conifer  Mixed,mixed conifer,2018_Early,1617,36.72244,-118.69123,1.1054,1.0004,2.1931,CD659 12cm rods, ,4,4,114.6900024,8,0,6.29636,2467.659912,2003,1,1,1
95,13020,6/27/2018 0:00,,53,-118.691305,36.72234197,0,100,W,S,-118.691305,36.722342,0,1329,[Unspecified Zone],WPT 1256,Conifer  Mixed,mixed conifer,2018_Early,1608,36.72248,-118.69128,1.067,0.9998,1.5719,CD659 12cm rods, ,4,4,119.5820007,7,9,6.1207299,2467.909912,2003,1,1,1
94,13001,6/27/2018 0:00,,53, , ,25,0,W,S,-118.691342,36.722628,0.65,3255,ZONE 00052,0.65,Conifer  Mixed,mixed conifer,2018_Early,2060,36.72256,-118.6914,1.0919,1.0003,2.1224,CD659 12cm rods, ,4,4,96.043602,9,4,5.9461799,2469.199951,2003,1,1,1
93,13006,6/27/2018 0:00,,53, , ,25,25,W,S,-118.691357,36.722556,1.91,3255,ZONE 00052,1.91,Conifer  Mixed,mixed conifer,2018_Early,2067,36.72252,-118.6914,1.119,1.0004,2.595,CD659 12cm rods, ,4,4,106.0289993,9,1,5.8403602,2469.01001,2003,1,1,1
92,13011,6/27/2018 0:00,,53, , ,25,50,W,S,-118.691373,36.722485,0.66,3255,ZONE 00052,0.66,Conifer  Mixed,mixed conifer,2018_Early,2070,36.72246,-118.69137,1.0919,1,2.1234,CD659 12cm rods, ,4,4,119.197998,8,0,6.0352001,2468.679932,2003,1,1,1
91,13016,6/27/2018 0:00,,53, , ,25,75,W,S,-118.691389,36.722413,0.03,1329,[Unspecified Zone],0.03,Conifer  Mixed,mixed conifer,2018_Early,1616,36.72243,-118.69138,1.0873,1.0003,1.8902,CD659 12cm rods, ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
90,13021,6/27/2018 0:00,,53, , ,25,100,W,S,-118.691405,36.722342,0,1329,[Unspecified Zone],0,Conifer  Mixed,mixed conifer,2018_Early,1609,36.72243,-118.69129,1.0432,1.0002,1.2258,CD659 12cm rods, ,4,4,116.3499985,7,6,6.1638799,2468.919922,2003,1,1,1
89,13002,6/27/2018 0:00,,53, , ,50,0,W,S,-118.691441,36.722628,1.12,3255,ZONE 00052,1.12,Conifer  Mixed,mixed conifer,2018_Early,2061,36.72257,-118.69146,1.1032,1.0053,2.2972,CD659 12cm rods, ,4,4,96.5269012,9,3,6.1680799,2470.280029,2003,1,1,1
88,13007,6/27/2018 0:00,,53, , ,50,25,W,S,-118.691457,36.722556,1.19,3255,ZONE 00052,L/D,Conifer  Mixed,mixed conifer,2018_Early,2066,36.72253,-118.69146,1.1043,1.0033,2.3237,CD659 12cm rods, ,4,4,110.5439987,9,0,6.1874099,2470.01001,2003,1,1,1
87,13012,6/27/2018 0:00,,53, , ,50,50,W,S,-118.691473,36.722485,1.26,3255,ZONE 00052,1.26,Conifer  Mixed,mixed conifer,2018_Early,2071,36.72245,-118.6915,1.1054,1.0014,2.3501,CD659 12cm rods, ,4,4,119.5879974,8,1,6.2500701,2469.449951,2003,1,1,1
86,13017,6/27/2018 0:00,,53, , ,50,75,W,S,-118.691489,36.722413,0,1329,[Unspecified Zone],0,Conifer  Mixed,mixed conifer,2018_Early,1615,36.72242,-118.69144,1.0636,1.0004,1.5184,CD659 12cm rods, ,4,4,118.0279999,8,1,6.6668501,2470.469971,2003,1,1,1
85,13022,6/27/2018 0:00,,53, , ,50,100,W,S,-118.691504,36.722342,0,1329,[Unspecified Zone],0,Conifer  Mixed,mixed conifer,2018_Early,1610,36.72239,-118.69148,1.0862,1.0007,1.8704,CD659 12cm rods, ,4,4,114.4140015,7,3,6.4096298,2470,2003,1,1,1
84,13003,6/27/2018 0:00,,53, , ,75,0,W,S,-118.691541,36.722628,1.06,3255,ZONE 00052,L/D,Conifer  Mixed,mixed conifer,2018_Early,2062,36.72258,-118.69153,1.1009,1.0007,2.2743,CD659 12cm rods, ,4,4,98.4052963,10,2,6.2462702,2471.429932,2003,1,1,1
83,13008,6/27/2018 0:00,,53, , ,75,25,W,S,-118.691557,36.722556,0,3255,ZONE 00052,L/D,Conifer  Mixed,mixed conifer,2018_Early,2065,36.72252,-118.69154,1.076,1.0006,1.8641,CD659 12cm rods, ,4,4,113.0920029,9,0,6.4553699,2471.169922,2003,1,1,1
82,13013,6/27/2018 0:00,,53, , ,75,50,W,S,-118.691573,36.722485,0,3255,ZONE 00052,L/D,Conifer  Mixed,mixed conifer,2018_Early,2072,36.72248,-118.69157,1.0534,1.0001,1.522,CD659 12cm rods, ,4,4,118.0279999,8,1,6.6668501,2470.469971,2003,1,1,1
81,13018,6/27/2018 0:00,,53, , ,75,75,W,S,-118.691588,36.722413,0,1329,[Unspecified Zone],0,Conifer  Mixed,mixed conifer,2018_Early,1614,36.72237,-118.69154,1.0591,0.9999,1.4532,CD659 12cm rods, ,4,4,117.8199997,8,2,6.4067502,2471.590088,2003,1,1,1
80,13023,6/27/2018 0:00,,53, , ,75,100,W,S,-118.691604,36.722342,0,1329,[Unspecified Zone],0,Conifer  Mixed,mixed conifer,2018_Early,1611,36.72239,-118.69153,1.0568,1.0006,1.4176,CD659 12cm rods, ,4,4,115.2190018,7,10,6.3948002,2471.02002,2003,1,1,1
79,13004,6/27/2018 0:00,,53, , ,100,0,W,S,-118.691641,36.722628,6.13,3255,ZONE 00052,L/D,Conifer  Mixed,mixed conifer,2018_Early,2063,36.72265,-118.6916,1.2004,1.0068,4.2407,CD659 12cm rods, ,4,4,102.987999,10,1,5.8928699,2472.5,2003,1,1,1
